temp
189.6
188.7
187.2
185.2
183.2
181.3
179.5
178.1
176.8
176.1
175.9
175.7
175.6
176.5
176.0
176.0
176.0
175.9
175.7
175.6
175.5
175.4
175.3
175.2
175.2
175.1
174.9
174.7
174.6
174.6
174.5
174.5
174.4
174.4
174.3
174.3
174.3
174.3
174.2
174.2
174.1
174.0
173.9
173.9
173.8
173.7
173.6
173.5
173.4
173.2
173.1
172.9
172.6
172.2
171.1
168.8
166.3
163.9
161.9
159.9
158.0
156.3
154.6
153.0
151.4
149.9
148.3
146.8
145.4
144.0
142.7
141.5
140.2
138.9
137.5
136.3
135.0
133.7
132.4
131.2
129.9
128.7
